spectrum_id,compound_name,adhesive_class,spectral_type,wn_400,wn_418,wn_436,wn_454,wn_472,wn_490,wn_509,wn_527,wn_545,wn_563,wn_581,wn_599,wn_617,wn_635,wn_653,wn_671,wn_689,wn_708,wn_726,wn_744,wn_762,wn_780,wn_798,wn_816,wn_834,wn_852,wn_870,wn_888,wn_907,wn_925,wn_943,wn_961,wn_979,wn_997,wn_1015,wn_1033,wn_1051,wn_1069,wn_1087,wn_1106,wn_1124,wn_1142,wn_1160,wn_1178,wn_1196,wn_1214,wn_1232,wn_1250,wn_1268,wn_1286,wn_1305,wn_1323,wn_1341,wn_1359,wn_1377,wn_1395,wn_1413,wn_1431,wn_1449,wn_1467,wn_1485,wn_1504,wn_1522,wn_1540,wn_1558,wn_1576,wn_1594,wn_1612,wn_1630,wn_1648,wn_1666,wn_1684,wn_1703,wn_1721,wn_1739,wn_1757,wn_1775,wn_1793,wn_1811,wn_1829,wn_1847,wn_1865,wn_1883,wn_1902,wn_1920,wn_1938,wn_1956,wn_1974,wn_1992,wn_2010,wn_2028,wn_2046,wn_2064,wn_2082,wn_2101,wn_2119,wn_2137,wn_2155,wn_2173,wn_2191,wn_2209,wn_2227,wn_2245,wn_2263,wn_2281,wn_2299,wn_2318,wn_2336,wn_2354,wn_2372,wn_2390,wn_2408,wn_2426,wn_2444,wn_2462,wn_2480,wn_2498,wn_2517,wn_2535,wn_2553,wn_2571,wn_2589,wn_2607,wn_2625,wn_2643,wn_2661,wn_2679,wn_2697,wn_2716,wn_2734,wn_2752,wn_2770,wn_2788,wn_2806,wn_2824,wn_2842,wn_2860,wn_2878,wn_2896,wn_2915,wn_2933,wn_2951,wn_2969,wn_2987,wn_3005,wn_3023,wn_3041,wn_3059,wn_3077,wn_3095,wn_3114,wn_3132,wn_3150,wn_3168,wn_3186,wn_3204,wn_3222,wn_3240,wn_3258,wn_3276,wn_3294,wn_3313,wn_3331,wn_3349,wn_3367,wn_3385,wn_3403,wn_3421,wn_3439,wn_3457,wn_3475,wn_3493,wn_3512,wn_3530,wn_3548,wn_3566,wn_3584,wn_3602,wn_3620,wn_3638,wn_3656,wn_3674,wn_3692,wn_3711,wn_3729,wn_3747,wn_3765,wn_3783,wn_3801,wn_3819,wn_3837,wn_3855,wn_3873,wn_3891,wn_3910,wn_3928,wn_3946,wn_3964,wn_3982,wn_4000
SPEC-00046,Acrylic acid,Acrylic/PSA,FTIR,0.043802,0.033806,0.063762,0.013545,0.017912,0.063503,0.067587,0.021586,0.047638,0.051364,0.074420,0.037699,0.032172,0.054577,0.064317,0.033395,0.049032,0.041356,0.067180,0.189167,0.268782,0.101531,0.095113,0.098977,0.030045,0.061040,0.034674,0.022489,0.042960,0.039325,0.029085,0.033528,0.025019,0.049766,0.039884,0.095981,0.058476,0.051736,0.054003,0.101625,0.205638,0.433621,0.644663,0.474877,0.273094,0.356647,0.564414,0.314312,0.152700,0.083754,0.089965,0.124531,0.141393,0.312599,0.488058,0.393779,0.270620,0.347624,0.550646,0.405059,0.191184,0.109217,0.068053,0.072457,0.088436,0.070078,0.085383,0.085947,0.070290,0.100966,0.145605,0.257306,0.567970,0.997867,1.000000,0.520392,0.271676,0.147793,0.101357,0.105224,0.057780,0.070121,0.124404,0.084002,0.075709,0.063855,0.021410,0.043783,0.064978,0.067969,0.068113,0.053132,0.088407,0.068069,0.070032,0.074656,0.077429,0.066957,0.053560,0.032164,0.058179,0.049644,0.015452,0.055663,0.051996,0.053240,0.063256,0.029986,0.056881,0.062599,0.058347,0.051161,0.070794,0.038173,0.088227,0.056755,0.054726,0.030369,0.041075,0.028788,0.054188,0.086669,0.044089,0.034213,0.017165,0.046373,0.048755,0.063479,0.048026,0.072757,0.058402,0.096741,0.104893,0.105330,0.119017,0.246625,0.373449,0.392830,0.318208,0.291708,0.499330,0.516429,0.358679,0.237461,0.124850,0.099691,0.166095,0.105886,0.083241,0.078668,0.091120,0.083953,0.072485,0.052796,0.062641,0.098037,0.071440,0.091269,0.082392,0.069228,0.047881,0.087607,0.105338,0.106377,0.170096,0.163979,0.184483,0.282307,0.287335,0.422252,0.320237,0.271005,0.159116,0.115450,0.095668,0.132671,0.087944,0.053794,0.092665,0.058655,0.064032,0.068609,0.061386,0.057791,0.029057,0.054059,0.069201,0.052937,0.043230,0.034713,0.042273,0.079953,0.041357,0.060488,0.057800,0.084182,0.084295,0.061562,0.060127,0.092049
SPEC-00354,Styrene-butadiene rubber,Rubber-based,Raman,0.155181,0.178630,0.057054,0.043759,0.081178,0.002030,0.045940,0.064969,0.065603,0.045469,0.030478,0.078969,0.057846,0.093196,0.077535,0.065659,0.219014,0.307812,0.121069,0.073603,0.087361,0.069221,0.073985,0.071648,0.046475,0.054379,0.068833,0.059897,0.115072,0.095823,0.096628,0.098482,0.179124,0.388995,0.251160,0.136341,0.075877,0.092957,0.081002,0.067488,0.079592,0.092803,0.095410,0.102918,0.076758,0.074784,0.075647,0.063481,0.135403,0.199126,0.384505,0.306540,0.163555,0.088158,0.102212,0.121171,0.168858,0.294263,0.483048,0.343859,0.183629,0.134234,0.073208,0.108050,0.111172,0.136463,0.133338,0.138180,0.236739,0.665588,1.000000,0.371994,0.098511,0.108972,0.096514,0.067286,0.089420,0.079592,0.040700,0.041082,0.090105,0.041035,0.080972,0.068701,0.049600,0.048574,0.052954,0.063877,0.086195,0.057343,0.049808,0.063141,0.047044,0.050227,0.033011,0.124747,0.101822,0.062643,0.087889,0.049181,0.043144,0.014814,0.104370,0.061677,0.042691,0.046090,0.031963,0.018689,0.041970,0.065978,0.035360,0.056261,0.022677,0.060311,0.092693,0.058357,0.102978,0.128704,0.057621,0.060006,0.060678,0.092093,0.135692,0.035322,0.076142,0.063074,0.026271,0.058092,0.055376,0.066723,0.094624,0.108245,0.124934,0.180393,0.272839,0.487182,0.651964,0.384364,0.348885,0.478086,0.720877,0.613600,0.294413,0.229326,0.435996,0.330986,0.085778,0.094534,0.074556,0.065677,0.034832,0.068306,0.052876,0.080613,0.032344,0.034420,0.053422,0.069485,0.068215,0.078876,0.013913,0.019476,0.059964,0.043430,0.039495,0.064455,0.069692,0.034003,0.030753,0.088403,0.034887,0.025206,0.063001,0.051771,0.024352,0.017138,0.065476,0.015903,0.015112,0.047600,0.038672,0.045320,0.021704,0.037477,0.027143,0.017075,0.054420,0.062223,0.051635,0.062858,0.077421,0.026959,0.055644,0.078893,0.072349,0.018560,0.060456,0.025547,0.041857,0.057166
SPEC-00486,Epichlorohydrin,Epoxy,FTIR,0.062479,0.023793,0.002356,0.040385,0.056551,0.046940,0.062371,0.018020,0.030150,0.059629,0.026471,0.047621,0.045042,0.024191,0.043244,0.025366,0.050824,0.033746,0.049550,0.067444,0.029907,0.108776,0.174332,0.464724,0.742349,0.372777,0.157589,0.158173,0.372424,0.494585,0.248952,0.126664,0.102871,0.201008,0.342670,0.563426,0.402418,0.257501,0.137493,0.109583,0.099431,0.101282,0.068432,0.129200,0.262243,0.499647,0.781370,1.000000,0.586165,0.298568,0.178078,0.096959,0.076470,0.061655,0.061136,0.072061,0.077817,0.096252,0.114753,0.147597,0.351566,0.535688,0.366921,0.229268,0.148259,0.248855,0.446246,0.602157,0.315224,0.127048,0.066807,0.026336,0.058850,0.040662,0.044185,0.072249,0.067684,0.093558,0.062830,0.056419,0.035585,0.044821,0.034161,0.053773,0.042170,0.042127,0.058086,0.048163,0.035390,0.059162,0.044315,0.064105,0.016745,0.046779,0.063389,0.065911,0.081858,0.062191,0.071521,0.036044,0.028925,0.068481,0.033572,0.082199,0.057352,0.026055,0.026546,0.049899,0.045005,0.054954,0.081259,0.044220,0.085563,0.038406,0.025140,0.061634,0.087829,0.038585,0.062973,0.049879,0.058472,0.064843,0.048397,0.083217,0.041173,0.062322,0.046487,0.055039,0.077253,0.090418,0.080892,0.134735,0.105074,0.211306,0.176741,0.289573,0.365638,0.426481,0.364746,0.442490,0.460662,0.377845,0.209872,0.160860,0.090235,0.125850,0.082413,0.095628,0.108864,0.086620,0.109892,0.080234,0.098332,0.127323,0.120795,0.147205,0.116652,0.134524,0.151977,0.238779,0.211916,0.248541,0.343549,0.404828,0.429870,0.529748,0.547919,0.531611,0.457260,0.442319,0.364294,0.299975,0.251766,0.164973,0.132117,0.129149,0.118189,0.121678,0.083056,0.099703,0.079703,0.086009,0.069567,0.070406,0.091046,0.084175,0.071892,0.067640,0.088034,0.068579,0.091160,0.064683,0.068880,0.124516,0.107797,0.091518,0.088810,0.105689,0.058623,0.070019
SPEC-00771,Methyl cyanoacrylate,Cyanoacrylate,FTIR,0.093847,0.069793,0.079204,0.089930,0.074673,0.083940,0.079725,0.094182,0.070452,0.099168,0.111882,0.102156,0.078454,0.076646,0.096753,0.093376,0.097170,0.099063,0.091142,0.097110,0.156537,0.197652,0.279647,0.265326,0.142464,0.116173,0.104955,0.109640,0.070408,0.128569,0.107456,0.081166,0.155184,0.135731,0.244270,0.378419,0.686285,0.644028,0.372464,0.228515,0.168908,0.157036,0.287988,0.542539,0.602168,0.332906,0.185708,0.142051,0.150091,0.123459,0.109711,0.123460,0.172032,0.316311,0.420941,0.253484,0.274213,0.477142,0.611847,0.359976,0.191940,0.137394,0.148894,0.100149,0.125552,0.114899,0.114618,0.127008,0.154656,0.114856,0.146058,0.189646,0.353380,0.694249,1.000000,0.593071,0.289673,0.168483,0.148819,0.134804,0.138297,0.111123,0.104904,0.099771,0.117037,0.113213,0.101477,0.105629,0.088707,0.078065,0.103619,0.111291,0.112412,0.104241,0.113025,0.124502,0.145926,0.140729,0.127785,0.140853,0.270415,0.632556,0.812481,0.382843,0.174813,0.133706,0.141931,0.109224,0.141160,0.105883,0.107098,0.122037,0.124535,0.131896,0.086564,0.112894,0.140572,0.091121,0.093064,0.075416,0.097912,0.122836,0.089563,0.123802,0.116375,0.133061,0.147566,0.150146,0.105644,0.139808,0.122189,0.144201,0.137902,0.170203,0.171793,0.126810,0.144235,0.180386,0.180732,0.253798,0.391486,0.517778,0.450916,0.251936,0.201563,0.154228,0.126092,0.113807,0.100474,0.107274,0.132483,0.141461,0.142734,0.100192,0.110999,0.102919,0.130363,0.107471,0.131433,0.110336,0.122316,0.112352,0.134797,0.126513,0.126406,0.118421,0.123247,0.116553,0.116275,0.110022,0.102614,0.124988,0.083071,0.114757,0.104506,0.065271,0.078716,0.128795,0.129847,0.112810,0.145800,0.105071,0.120764,0.100820,0.136228,0.118771,0.099508,0.148572,0.093414,0.121656,0.123246,0.125874,0.112416,0.126808,0.144552,0.137366,0.132706,0.109114,0.157633,0.144256
SPEC-00554,Novolac epoxy,Epoxy,IR,0.086389,0.062086,0.067114,0.066030,0.053384,0.053524,0.075637,0.059934,0.069365,0.063831,0.084173,0.061257,0.066596,0.085437,0.076165,0.057367,0.061700,0.103640,0.076742,0.109637,0.119799,0.184315,0.294030,0.675908,0.980459,0.628853,0.356462,0.459190,0.874559,0.727182,0.335784,0.193298,0.224534,0.267481,0.402071,0.517306,0.426815,0.264422,0.163721,0.111606,0.115325,0.111217,0.135295,0.117604,0.170479,0.275678,0.610143,1.000000,0.632922,0.286073,0.165170,0.143083,0.117243,0.094564,0.098192,0.080934,0.092324,0.084265,0.104289,0.153454,0.316621,0.738967,0.632837,0.247416,0.150240,0.177437,0.321925,0.589784,0.401823,0.192563,0.118480,0.129042,0.061303,0.083430,0.059867,0.070704,0.071321,0.085100,0.055050,0.076586,0.059729,0.075024,0.067379,0.065276,0.063183,0.080439,0.064698,0.066214,0.050067,0.075853,0.058373,0.068123,0.087115,0.068016,0.092144,0.103029,0.086612,0.080825,0.075795,0.078877,0.078095,0.059488,0.054595,0.062009,0.084918,0.057588,0.076272,0.081448,0.061209,0.089568,0.110465,0.167407,0.069176,0.058279,0.080352,0.083119,0.061606,0.042015,0.066037,0.076545,0.060208,0.059974,0.072752,0.068252,0.077540,0.114980,0.087785,0.074749,0.098694,0.112769,0.090330,0.082039,0.108989,0.130912,0.217183,0.328478,0.421130,0.473452,0.491610,0.532390,0.521809,0.346642,0.217943,0.159317,0.112013,0.111630,0.084269,0.088483,0.090650,0.074441,0.085526,0.093512,0.079216,0.080103,0.088422,0.106670,0.120058,0.117021,0.120000,0.140259,0.195477,0.230557,0.305144,0.343935,0.457336,0.541930,0.538256,0.550233,0.491298,0.391956,0.325719,0.240708,0.198932,0.152077,0.141493,0.112099,0.108654,0.090878,0.099886,0.118565,0.102664,0.057875,0.067215,0.089724,0.078381,0.073367,0.061718,0.090475,0.066004,0.074481,0.067178,0.075362,0.085806,0.071037,0.068636,0.076700,0.069811,0.047516,0.095905,0.064873
SPEC-00538,Bisphenol A diglycidyl ether,Epoxy,IR,0.071156,0.061720,0.069848,0.060112,0.079176,0.091847,0.181767,0.119760,0.079480,0.082333,0.084383,0.078714,0.082991,0.080850,0.088380,0.077401,0.085099,0.088967,0.111345,0.101647,0.145002,0.219850,0.397096,0.760464,1.000000,0.646346,0.401366,0.484782,0.902744,0.553965,0.255454,0.180359,0.157582,0.218328,0.354466,0.522409,0.424342,0.273923,0.166814,0.129408,0.116821,0.102353,0.106937,0.108512,0.150671,0.234327,0.501576,0.751482,0.405389,0.207337,0.128656,0.108368,0.103280,0.110092,0.113036,0.098676,0.088997,0.101580,0.131574,0.154296,0.296698,0.652701,0.616025,0.283826,0.172740,0.204132,0.391719,0.754132,0.419908,0.179997,0.131353,0.140847,0.144274,0.143560,0.147383,0.119021,0.108401,0.089574,0.083162,0.095422,0.084370,0.098924,0.075619,0.085719,0.082948,0.096928,0.095772,0.075215,0.083195,0.078204,0.094333,0.081487,0.090446,0.095032,0.083879,0.089018,0.092139,0.050330,0.080144,0.086194,0.081217,0.103078,0.088740,0.081592,0.084460,0.103574,0.147005,0.173878,0.122622,0.089466,0.096712,0.116370,0.091494,0.086747,0.099592,0.088156,0.098943,0.083967,0.085552,0.100337,0.091196,0.099136,0.106083,0.093559,0.093829,0.099710,0.105884,0.109750,0.113461,0.121447,0.122099,0.146576,0.158118,0.174368,0.245849,0.323204,0.455815,0.520720,0.516911,0.585895,0.619780,0.491401,0.348765,0.238047,0.178630,0.152617,0.141437,0.117292,0.148063,0.140783,0.140937,0.150807,0.151366,0.165185,0.161696,0.185861,0.208740,0.234053,0.256798,0.306931,0.369528,0.466418,0.576020,0.657119,0.788392,0.870101,0.895397,0.836861,0.724467,0.607955,0.500414,0.425540,0.336032,0.280791,0.233848,0.211862,0.177299,0.166528,0.155897,0.146146,0.135730,0.155578,0.125622,0.120521,0.120908,0.122670,0.139527,0.118086,0.142677,0.103602,0.112537,0.123978,0.115623,0.122795,0.125188,0.125551,0.118084,0.115875,0.121962,0.124908
SPEC-00177,Ethyl acrylate,Acrylic/PSA,Raman,0.063205,0.092023,0.080665,0.109250,0.087900,0.068086,0.090337,0.090983,0.109266,0.164926,0.275370,0.329891,0.216400,0.126262,0.117940,0.103792,0.082441,0.082679,0.113911,0.125470,0.124814,0.168935,0.361726,0.451429,0.226384,0.147326,0.110482,0.123609,0.135177,0.118130,0.131305,0.208929,0.305981,0.308921,0.233035,0.163251,0.124468,0.156354,0.142829,0.133240,0.235876,0.399098,0.573007,0.356375,0.207628,0.152597,0.139627,0.126026,0.131533,0.132534,0.094516,0.093565,0.119746,0.127442,0.137873,0.151642,0.224163,0.420782,0.528767,0.271557,0.194475,0.127385,0.128873,0.146187,0.139964,0.126270,0.143299,0.206865,0.326809,0.340736,0.233024,0.213121,0.317879,0.632858,0.639404,0.310012,0.187174,0.150515,0.144621,0.133005,0.140857,0.117852,0.118049,0.125891,0.133194,0.138725,0.098631,0.116275,0.121536,0.134252,0.128579,0.120460,0.124004,0.123127,0.117254,0.123168,0.131726,0.118625,0.126106,0.124504,0.148262,0.162731,0.173539,0.154984,0.137709,0.145112,0.114599,0.111099,0.117615,0.126716,0.129321,0.120602,0.127698,0.130303,0.102886,0.120411,0.114577,0.114674,0.109491,0.129265,0.147487,0.096053,0.129815,0.133674,0.121449,0.126317,0.111969,0.135060,0.133985,0.119631,0.149596,0.136963,0.149980,0.148003,0.154094,0.157331,0.229770,0.294687,0.476856,0.754270,1.000000,0.940419,0.625247,0.409052,0.267771,0.200164,0.163714,0.154286,0.156344,0.139396,0.141468,0.138127,0.122551,0.142975,0.132265,0.115481,0.143168,0.123287,0.121890,0.129846,0.126733,0.102502,0.125388,0.122343,0.136996,0.111629,0.118078,0.108516,0.105364,0.117832,0.123837,0.130844,0.119254,0.110581,0.121373,0.124087,0.130798,0.095927,0.120834,0.120003,0.104155,0.125407,0.139204,0.123660,0.097757,0.116022,0.119866,0.119564,0.119139,0.124909,0.117247,0.115686,0.113992,0.119751,0.107098,0.112025,0.103563,0.121994,0.111747,0.119015
SPEC-00731,Phenyltrimethoxysilane,Silicone,Raman,0.159225,0.185355,0.228808,0.368306,0.566138,0.917051,0.654739,0.341352,0.287416,0.147988,0.218622,0.364997,0.595704,0.434031,0.389998,0.317279,0.377671,0.681095,0.597170,0.291805,0.261913,0.509048,0.964434,0.623167,0.318453,0.253339,0.205694,0.197311,0.183034,0.264237,0.344649,0.271271,0.179235,0.171958,0.223759,0.198526,0.169941,0.172675,0.229115,0.165544,0.168506,0.224356,0.204278,0.180155,0.202985,0.208391,0.273854,0.454642,1.000000,0.486696,0.260483,0.278888,0.231101,0.271832,0.298746,0.444805,0.597368,0.302541,0.273133,0.263955,0.219377,0.228928,0.243926,0.211935,0.208270,0.243107,0.204210,0.228819,0.248753,0.219601,0.230144,0.232300,0.240321,0.261496,0.256589,0.239059,0.243591,0.230123,0.208698,0.260517,0.197789,0.228049,0.235860,0.242226,0.203835,0.214995,0.243941,0.240168,0.225118,0.218176,0.230916,0.238995,0.209801,0.244020,0.228686,0.201756,0.233747,0.245297,0.271395,0.339106,0.360616,0.318668,0.274092,0.236448,0.199652,0.207118,0.215747,0.209921,0.235107,0.225054,0.201328,0.214233,0.212405,0.214566,0.222340,0.223463,0.204671,0.240085,0.191582,0.174707,0.186332,0.195260,0.174254,0.171519,0.202860,0.220483,0.188003,0.216575,0.187045,0.199846,0.213954,0.182757,0.173632,0.202909,0.180932,0.203975,0.283120,0.342903,0.595692,0.834509,0.703139,0.899074,0.893095,0.519739,0.267321,0.250607,0.180657,0.184020,0.154470,0.160003,0.180665,0.143603,0.170633,0.161558,0.143062,0.154069,0.174293,0.144467,0.160686,0.137721,0.153986,0.127559,0.160505,0.150843,0.158246,0.140077,0.110910,0.113596,0.139011,0.142130,0.115827,0.122705,0.126339,0.125629,0.136250,0.079231,0.084346,0.106127,0.122612,0.100554,0.124271,0.100646,0.089826,0.111032,0.102354,0.125600,0.102563,0.077010,0.096423,0.089532,0.096991,0.113283,0.126157,0.089880,0.137986,0.084435,0.095609,0.127681,0.090156,0.108921
SPEC-00018,Isobutyl methacrylate,Acrylic/PSA,FTIR,0.118947,0.033127,0.037229,0.081917,0.096212,0.033568,0.065045,0.047803,0.066147,0.061126,0.080995,0.037697,0.061529,0.090599,0.103463,0.065089,0.106314,0.111882,0.161675,0.382186,0.267842,0.116443,0.080627,0.102837,0.079262,0.061170,0.060228,0.082144,0.073623,0.094674,0.065105,0.081479,0.045717,0.107970,0.090426,0.087805,0.109141,0.107872,0.086783,0.155154,0.170441,0.480294,0.688560,0.371052,0.189531,0.258324,0.435635,0.414359,0.204683,0.149034,0.206159,0.170216,0.125564,0.272940,0.526147,0.493632,0.364392,0.416226,0.636908,0.483506,0.263409,0.134061,0.143696,0.136392,0.097819,0.111218,0.112107,0.094950,0.147750,0.119488,0.168561,0.273483,0.462172,1.000000,0.925972,0.440127,0.221276,0.137374,0.141781,0.129642,0.083783,0.091836,0.071449,0.075007,0.094789,0.080308,0.056194,0.077414,0.082629,0.097791,0.043778,0.133584,0.094030,0.090319,0.084087,0.061290,0.093090,0.049119,0.117065,0.041984,0.055854,0.067683,0.066891,0.096178,0.074366,0.081633,0.078961,0.014433,0.116063,0.061646,0.078684,0.082783,0.088721,0.064668,0.109208,0.099261,0.078841,0.052436,0.080678,0.052611,0.051592,0.053542,0.030283,0.043883,0.034869,0.060258,0.100132,0.123995,0.060096,0.177523,0.194180,0.132238,0.181653,0.151614,0.201089,0.332917,0.476545,0.518695,0.433082,0.419580,0.480833,0.533598,0.384294,0.276567,0.186016,0.145046,0.128285,0.069425,0.073553,0.085461,0.065681,0.087892,0.090482,0.101498,0.045843,0.091330,0.082838,0.096176,0.087301,0.114631,0.103179,0.091863,0.180834,0.145969,0.242959,0.183636,0.243008,0.296400,0.340629,0.324598,0.341815,0.278669,0.230382,0.165283,0.139628,0.154860,0.108826,0.138600,0.123796,0.105174,0.087610,0.081222,0.119900,0.092546,0.082699,0.016391,0.075338,0.101494,0.065029,0.064454,0.112063,0.090586,0.057590,0.103608,0.078007,0.112328,0.089385,0.048402,0.044708,0.122296
SPEC-00168,Hydroxypropyl methacrylate,Acrylic/PSA,Raman,0.088764,0.083737,0.087016,0.078487,0.103753,0.101564,0.100145,0.116015,0.127938,0.136932,0.221687,0.377249,0.269067,0.154564,0.136367,0.118392,0.117726,0.113425,0.127100,0.138905,0.127835,0.187934,0.310472,0.448712,0.254054,0.167349,0.157033,0.143092,0.151278,0.183093,0.198926,0.313774,0.479864,0.519774,0.342597,0.218642,0.191521,0.169426,0.174008,0.181887,0.226531,0.397768,0.546390,0.368723,0.234091,0.180448,0.166235,0.160653,0.167371,0.161796,0.173331,0.167894,0.154615,0.175819,0.183248,0.181664,0.265112,0.450192,0.767444,0.463923,0.254868,0.200956,0.180490,0.187797,0.187284,0.202002,0.214585,0.285355,0.476230,0.537111,0.356437,0.324967,0.464302,0.797875,0.753982,0.400267,0.262991,0.198435,0.190980,0.183664,0.175617,0.174231,0.158192,0.166431,0.160128,0.158010,0.158357,0.163175,0.151175,0.161487,0.145912,0.183889,0.158539,0.178293,0.188427,0.158933,0.156969,0.152705,0.150379,0.150205,0.150702,0.148465,0.153765,0.145492,0.159520,0.142246,0.143613,0.143441,0.138581,0.128622,0.135321,0.138742,0.129073,0.137501,0.148089,0.149647,0.136787,0.139997,0.132369,0.130463,0.131583,0.132358,0.128796,0.138157,0.129869,0.120314,0.120593,0.127329,0.139675,0.131911,0.135169,0.138253,0.149394,0.138523,0.152655,0.167437,0.180783,0.230656,0.392085,0.639451,1.000000,0.978890,0.619022,0.368536,0.231187,0.187959,0.159296,0.138692,0.138177,0.122692,0.108775,0.110713,0.113936,0.105278,0.118887,0.131332,0.147361,0.184099,0.161849,0.114564,0.107765,0.094634,0.097534,0.090625,0.100230,0.094510,0.095967,0.101119,0.084870,0.095470,0.094153,0.082646,0.081191,0.095244,0.088178,0.089325,0.088718,0.086864,0.074233,0.083666,0.091468,0.091977,0.079650,0.087856,0.092331,0.082475,0.086406,0.087425,0.085915,0.078303,0.076957,0.069911,0.083517,0.081895,0.080769,0.073409,0.086771,0.079799,0.073508,0.079889
SPEC-00247,Nitrile rubber,Rubber-based,IR,0.062604,0.054177,0.052331,0.067494,0.047889,0.071056,0.035896,0.048990,0.039719,0.071039,0.040604,0.057158,0.043902,0.097559,0.156268,0.269890,0.554240,0.273444,0.133254,0.076532,0.090070,0.109820,0.115841,0.231964,0.461074,0.349025,0.131685,0.111673,0.086434,0.079833,0.122232,0.105035,0.251990,0.446233,0.405239,0.168368,0.094474,0.091679,0.122919,0.229131,0.457991,0.440853,0.164930,0.102831,0.105158,0.096306,0.100483,0.118883,0.202929,0.326619,0.524840,0.515690,0.229165,0.154401,0.125010,0.166524,0.288246,0.538464,0.868034,0.691185,0.369238,0.245760,0.208887,0.107882,0.169902,0.189155,0.141191,0.147811,0.304157,0.660060,0.877407,0.507444,0.257815,0.104460,0.142364,0.099695,0.113055,0.092744,0.054687,0.107525,0.045464,0.096850,0.118334,0.047803,0.046740,0.113644,0.062854,0.088888,0.097910,0.055807,0.089872,0.059864,0.065744,0.035695,0.108963,0.110479,0.140348,0.062337,0.063256,0.027217,0.050142,0.113878,0.038942,0.080074,0.050824,0.066473,0.094645,0.114017,0.064944,0.117059,0.076616,0.081745,0.121028,0.019448,0.082712,0.123188,0.071517,0.037961,0.126680,0.146070,0.084132,0.089621,0.077111,0.086847,0.085784,0.092105,0.096621,0.116332,0.126006,0.160896,0.147292,0.156935,0.196630,0.199569,0.404285,0.657379,0.734952,0.612203,0.451459,0.411460,0.744481,1.000000,0.976315,0.646795,0.348952,0.312410,0.553111,0.242162,0.185251,0.138408,0.074324,0.137195,0.089563,0.098230,0.081305,0.142744,0.144740,0.102497,0.048091,0.112039,0.167174,0.086457,0.128032,0.051933,0.067534,0.128735,0.162957,0.068651,0.098020,0.131105,0.061409,0.071077,0.057482,0.075419,0.123999,0.129353,0.151198,0.067942,0.025743,0.146687,0.156404,0.107999,0.096771,0.147063,0.075945,0.119918,0.125508,0.089701,0.092515,0.096256,0.126053,0.143318,0.115371,0.079684,0.046511,0.070875,0.112545,0.100123,0.121247,0.192785
SPEC-00133,Hydroxypropyl methacrylate,Acrylic/PSA,Raman,0.098935,0.080656,0.106417,0.095899,0.158826,0.147691,0.161383,0.159744,0.178859,0.200817,0.389798,0.579970,0.414627,0.218326,0.155416,0.159609,0.189318,0.265090,0.224315,0.286771,0.221027,0.332765,0.642292,0.693681,0.347245,0.220143,0.174951,0.151158,0.185920,0.183705,0.123578,0.305309,0.502227,0.554747,0.272652,0.240212,0.140625,0.186481,0.117872,0.161004,0.191623,0.345559,0.659660,0.462403,0.221973,0.130400,0.159717,0.166330,0.142549,0.153878,0.177102,0.134856,0.146250,0.136872,0.155927,0.252070,0.435409,0.664034,1.000000,0.624636,0.344540,0.205409,0.196345,0.178044,0.119588,0.195919,0.213799,0.295494,0.513727,0.659292,0.400844,0.318739,0.524773,0.882169,0.822292,0.440109,0.267048,0.212923,0.117059,0.147509,0.164885,0.140492,0.082502,0.118436,0.174138,0.088804,0.120021,0.137356,0.133013,0.133366,0.127758,0.171954,0.083941,0.113238,0.104435,0.069873,0.139338,0.113876,0.084285,0.148122,0.114776,0.165609,0.087646,0.130542,0.138946,0.111119,0.106404,0.099825,0.066543,0.132044,0.115903,0.076611,0.124649,0.133174,0.093926,0.137002,0.065311,0.099799,0.141213,0.116994,0.103605,0.096766,0.165204,0.125532,0.152847,0.130617,0.120283,0.083657,0.133910,0.142986,0.088339,0.146807,0.140022,0.105724,0.144096,0.110730,0.218716,0.267168,0.421877,0.679787,0.982872,0.950840,0.619748,0.366100,0.222546,0.159637,0.153987,0.132030,0.118724,0.157813,0.079358,0.112345,0.114077,0.155270,0.070752,0.136597,0.088322,0.103013,0.123861,0.094080,0.098978,0.151655,0.155205,0.104134,0.105238,0.101995,0.109492,0.135900,0.127352,0.088296,0.102685,0.132559,0.061157,0.134982,0.112135,0.109040,0.093667,0.081977,0.100807,0.063848,0.081474,0.113803,0.053311,0.080666,0.100964,0.084657,0.089269,0.064935,0.086484,0.119535,0.066683,0.098774,0.099394,0.110757,0.075886,0.101435,0.062126,0.097050,0.059943,0.098425
